post_id,id,title,short_title,address,state,state_code,lat,lng,types,url,email,phone
15356,37890V,Antioch University,Antioch University,"900 Dayton St
 Yellow Springs,  OH 45387",ohio,oh,39.8035112,-83.9086347,['higher-ed-virtual-store'],https://bncvirtual.com/antiochuniversity,vb@bncservices.com,+18003253252
15400,37219V,Antioch University Los Angeles,Antioch University Los Angeles,"400 Corporate Pointe
 Culver City,  CA 90230",california,ca,33.9885647,-118.3844059,['higher-ed-virtual-store'],https://bncvirtual.com/antiochla,vb@bncservices.com,+18003253252
14976,37426V,Antioch University New England,Antioch University New England,"40 Avon St
 Keene,  NH 03431",new-hampshire,nh,42.9317822,-72.2938339,['higher-ed-virtual-store'],https://bncvirtual.com/antiochne,vb@bncservices.com,+18003253252
15384,37865V,Antioch University Santa Barbara,Antioch University Santa Barbara,"602 Anacapa St
 Santa Barbara,  CA 93101",california,ca,34.4193355,-119.6958223,['higher-ed-virtual-store'],https://bncvirtual.com/antiochsb,vb@bncservices.com,+18003253252
15560,37488V,Antioch University Seattle,Antioch University Seattle,"2400 3rd Ave #200
 Seattle,  WA 98121",washington,wa,47.6156933,-122.3461586,['higher-ed-virtual-store'],https://bncvirtual.com/antiochseattle,vb@bncservices.com,+18003253252
15380,37869V,Antonian College Preparatory,Antonian College Preparatory,"6425 West Ave
 San Antonio,  TX 78213",texas,tx,29.5229932,-98.527475,['k12-virtual-store'],https://bnck-12.com/antonian,vb@bncservices.com,+18003253252
15405,37846V,Archbishop Mitty High School,Archbishop Mitty High School,"5000 Mitty Way
 San Jose,  CA 95129",california,ca,37.3146109,-121.9941404,['k12-virtual-store'],https://bnck-12.com/mitty,vb@bncservices.com,+18003253252
15734,10768v,Archbishop Molloy High School,Archbishop Molloy High School,"83-53 Manton St
 Queens,  NY 11435",new-york,ny,40.7108716,-73.81986839999999,['k12-virtual-store'],https://bnck-12.com/molloyhs,vb@bncservices.com,+11908991266
14969,10710V,Archbishop Murphy High School,Archbishop Murphy High School,"12911 39th Ave SE
 Everett,  WA 98208",washington,wa,47.8813525,-122.176489,['k12-virtual-store'],https://www.am-hs.org/,vb@bncservices.com,+11908991266
15593,35853V,Archbishop Rummel High School,Archbishop Rummel High School,"1901 Severn Ave
 Metairie,  LA 70001",louisiana,la,29.9902168,-90.1591545,['k12-virtual-store'],https://bnck-12.com/rummel,vb@bncservices.com,+18003253252
15227,35308V,Archbishop Spalding High School,Archbishop Spalding High School,"8080 New Cut Rd
 Severn,  MD 21144",maryland,md,39.125007,-76.6469568,['k12-virtual-store'],https://bnck-12.com/archbishopspalding,vb@bncservices.com,+18003253252
15503,37649V,Archbishop Williams High School,Archbishop Williams High School,"80 Independence Ave
 Braintree,  MA 02184",massachusetts,ma,42.2282813,-71.004367,['k12-virtual-store'],https://bnck-12.com/awhs,vb@bncservices.com,+18003253252
14802,8229,Arkansas Tech University,Arkansas Tech University,"1700 Helberg Ln
 Ozark,  AR 72949",arkansas,ar,35.4981093,-93.840945,['higher-ed-store'],https://atu.bncollege.com,sm8229@bncollege.com,+14796672377
15218,35351V,Arlington Catholic,Arlington Catholic,"16 Medford St
 Arlington,  MA 02474",massachusetts,ma,42.4155003,-71.1507002,['k12-virtual-store'],https://bnck-12.com/achs,vb@bncservices.com,+18003253252
15246,35175V,Asheville School,Asheville School,"360 School Rd
 Asheville,  NC 28806",north-carolina,nc,35.56885219999999,-82.6196274,['k12-virtual-store'],https://bnck-12.com/ashevilleschool,vb@bncservices.com,+18003253252
15547,116V,Ashland Community & Technical College,Ashland Community & Technical College,"Technology Dr
 Kentucky",kentucky,ky,38.403816,-82.7931739,['higher-ed-virtual-store'],https://kctcs-vli.bncollege.com,sm116@bncollege.com,+16069280863
14791,066,Ashland Community & Technical College,Ashland Community & Technical College,"1400 College Drive
 Ashland,  KY 41101",kentucky,ky,38.469059,-82.65036979999999,['higher-ed-store'],http://ashlandctc.bncollege.com,sm066@bncollege.com,+16063262214
15598,123V,Ashland Community & Technical College,Ashland Community & Technical College,"Technology Dr
 Kentucky",kentucky,ky,38.403816,-82.7931739,['higher-ed-virtual-store'],http://kctcs.bncollege.com/,sm123@bncollege.com,+18592563595
15461,36732V,Ashley Hall,Ashley Hall,"172 Rutledge Ave
 Charleston,  SC 29403",south-carolina,sc,32.7866882,-79.94480229999999,['k12-virtual-store'],https://bnck-12.com/ashley,vb@bncservices.com,+18003253252
15032,36110V,Assumption High School,Assumption High School,"2170 Tyler Ln
 Louisville,  KY 40205",kentucky,ky,38.2169687,-85.6776782,['k12-virtual-store'],https://bnck-12.com/ahsrockets,vb@bncservices.com,+18003253252
14670,8195,Assumption University,Assumption University,"500 Salisbury St
 Worcester,  MA 01609",massachusetts,ma,42.2922497,-71.8291852,['higher-ed-store'],https://assumption.bncollege.com,sm8195@bncollege.com,+15087677249
14994,10436V,Athenian School,Athenian School,"2100 Mt Diablo Scenic Blvd
 Danville,  CA 94506",california,ca,37.8331525,-121.9506662,['k12-virtual-store'],https://bnck-12.com/athenian,vb@bncservices.com,+18003253252
14668,592,Augsburg University,Augsburg University,"610 22nd Ave S
 Minneapolis,  MN 55454",minnesota,mn,44.9674614,-93.2415628,['higher-ed-store'],http://augsburg.bncollege.com,sm592@bncollege.com,+16123596491
15022,37978V,Augusta Preparatory Day School,Augusta Preparatory Day School,"285 Flowing Wells Rd
 Martinez,  GA 30907",georgia,ga,33.500722,-82.1086838,['k12-virtual-store'],https://bnck-12.com/augustaprep,vb@bncservices.com,+18003253252
15420,130V,Austin Community College,Austin Community College,"6101 Airport Blvd
 Austin,  TX 78752",texas,tx,30.3276998,-97.714197,['higher-ed-virtual-store'],https://austin.bncollege.com,sm130@bncollege.com,+15124742607
14665,118,Austin Community College,Austin Community College,"4400 College Park Dr Building 2000
 Room,  Round Rock,  TX 78665",texas,tx,30.5627566,-97.6555693,['higher-ed-store'],http://austin.bncollege.com,sm118@bncollege.com,+15123101761
14666,169,Austin Community College,Austin Community College,"1020 Grove Blvd g
 Austin,  TX 78741",texas,tx,30.2367879,-97.7054376,['higher-ed-store'],http://austincc.bncollege.com,sm169@bncollege.com,+15123855727
14203,130,Austin Community College,Austin Community College,"ustin
 TX 78752",texas,tx,30.3317278,-97.70515800000001,['higher-ed-store'],http://austin.bncollege.com,sm130@bncollege.com,+15124742607
14664,8233,Austin Peay State University,Austin Peay State University,"328 College St
 Clarksville,  TN 37040",tennessee,tn,36.5304908,-87.3571833,['higher-ed-store'],https://apsu.bncollege.com,sm8233@bncollege.com,+19312217655
14650,8148,Baker College of Cadillac,Baker College of Cadillac,"9600 E 13th St
 Cadillac,  MI 49601",michigan,mi,44.2660152,-85.38425769999999,['higher-ed-store'],https://baker.bncollege.com,sm8148@bncollege.com,+12318763602
14649,8143,Baker College of Muskegon,Baker College of Muskegon,"1903 Marquette Ave n
 Muskegon,  MI 49442",michigan,mi,43.2443111,-86.19658559999999,['higher-ed-store'],https://baker.bncollege.com,sm8143@bncollege.com,+12317775340
14648,8145,Baker College of Owosso,Baker College of Owosso,"enter for Technical Studies
 1020 S Washington St,  Owosso,  MI 48867",michigan,mi,42.9837018,-84.1726102,['higher-ed-store'],https://baker.bncollege.com,sm8145@bncollege.com,+19897293450
14647,334,Ball State University,Ball State University,"1101 N McKinley Ave
 Muncie,  IN 47304",indiana,in,40.2032225,-85.4090192,['higher-ed-store'],http://bsu.bncollege.com,sm334@bncollege.com,+17652858080
15078,36143V,Barclay College,Barclay College,"607 N Kingman St
 Haviland,  KS 67059",kansas,ks,37.6209786,-99.1043251,['higher-ed-virtual-store'],https://bncvirtual.com/barclaycollege,vb@bncservices.com,+18003253252
14646,568,Bard College,Bard College,"mpus Center
 30 Campus Rd,  Annandale-On-Hudson,  NY 12504",new-york,ny,42.0203578,-73.9099872,['higher-ed-store'],http://bard.bncollege.com,sm568@bncollege.com,+18457587005
15381,37868V,BASIS Independent Brooklyn,BASIS Independent Brooklyn,"556 Columbia St
 Brooklyn,  NY 11231",new-york,ny,40.6730919,-74.009029,['k12-virtual-store'],https://bnck-12.com/basisbrooklyn,vb@bncservices.com,+18003253252
15416,37812V,BASIS Independent McLean,BASIS Independent McLean,"8000 Jones Branch Dr
 McLean,  VA 22102",virginia,va,38.93287,-77.22093559999999,['k12-virtual-store'],https://bnck-12.com/basismclean,vb@bncservices.com,+18003253252
15449,37729V,BASIS Independent Silicon Valley,BASIS Independent Silicon Valley,"1290 Parkmoor Ave
 San Jose,  CA 95126",california,ca,37.316142,-121.9100643,['k12-virtual-store'],https://bnck-12.com/basis,vb@bncservices.com,+18003253252
15103,10346V,Bates Technical College,Bates Technical College,"2320 S 19th St
 Tacoma,  WA 98405",washington,wa,47.2420941,-122.4675849,['higher-ed-virtual-store'],https://bncvirtual.com/bates,vb@bncservices.com,+18003253252
14833,8303,Belhaven University,Belhaven University,"1500 Peachtree St
 Jackson,  MS 39202",mississippi,ms,32.3191861,-90.1694345,['higher-ed-store'],https://belhaven.bncollege.com,sm8303@bncollege.com,+16019685910
15335,1561V,Bellarmine College Preparatory,Bellarmine College Preparatory,"960 W Hedding St
 San Jose,  CA 95126",california,ca,37.3426079,-121.9177992,['k12-virtual-store'],https://bnck-12.com/bcp,vb@bncservices.com,+18003253252
15439,37774V,Bellarmine Preparatory School,Bellarmine Preparatory School,"2300 S Washington St
 Tacoma,  WA 98405",washington,wa,47.2373395,-122.4861708,['k12-virtual-store'],https://bnck-12.com/bellarmineprep,vb@bncservices.com,+18003253252
15178,5829V,Bellevue Christian School,Bellevue Christian School,"1701 98th Ave NE
 Bellevue,  WA 98004",washington,wa,47.62557899999999,-122.2111665,['k12-virtual-store'],https://bnck-12.com/bellevue,vb@bncservices.com,+18003253252
15295,2204V,Bellin College,"Bellin College, Inc.","3201 Eaton Rd
 Green Bay,  WI 54311",wisconsin,wi,44.4684033,-87.92160609999999,['higher-ed-virtual-store'],https://bncvirtual.com/bellincollege,vb@bncservices.com,+18003253252
14642,462,Belmont Abbey College,Belmont Abbey College,"100 Belmont Mt Holly Rd
 Belmont,  NC 28012",north-carolina,nc,35.2621669,-81.0431492,['higher-ed-store'],http://bac.bncollege.com,sm462@bncollege.com,+17044616819
15510,37610V,Belmont Hill School,Belmont Hill School,"350 Prospect St
 Belmont,  MA 02478",massachusetts,ma,42.4068729,-71.1811486,['k12-virtual-store'],https://bnck-12.com/belmont-hill,vb@bncservices.com,+18003253252
15025,37989V,Belmont University,Belmont University,"Plant Operations - Maintenance
 1900 Belmont Blvd,  Nashville,  TN 37212",tennessee,tn,36.13339029999999,-86.79421640000001,['higher-ed-virtual-store'],https://bncvirtual.com/belmont,bruinbookshelp@bncservices.com,+18446029864
14999,35986V,Benedictine College Preparatory,Benedictine College Preparatory,"12829 River Rd
 Richmond,  VA 23238",virginia,va,37.580248,-77.67540009999999,['k12-virtual-store'],https://bnck-12.com/benedictinecollegeprep,vb@bncservices.com,+18003253252
15176,6090V,Bentley School,Bentley School,"1000 Upper Happy Valley Rd
 Lafayette,  CA 94549",california,ca,37.8922105,-122.1505999,['k12-virtual-store'],https://bnck-12.com/bentleyschool,vb@bncservices.com,+18003253252
14624,752,Bentley University,Bentley University,"175 Forest St
 Waltham,  MA 02452",massachusetts,ma,42.3887902,-71.2199851,['higher-ed-store'],http://bentley.bncollege.com,sm752@bncollege.com,+17818913107
14623,482,Berklee College of Music,Berklee College of Music,"1090 Boylston St
 Boston,  MA 02215",massachusetts,ma,42.3467932,-71.08826429999999,['higher-ed-store'],http://berklee.bncollege.com,sm482@bncollege.com,+16177472402
15318,37956V,Bethel University (Indiana),Bethel University (Indiana),"1001 Bethel Cir
 Mishawaka,  IN 46545",indiana,in,41.6785018,-86.19629660000001,['higher-ed-virtual-store'],https://bncvirtual.com/betheluniversity,vb@bncservices.com,+18003253252
15230,35237V,Bethel University (Minnesota),Bethel University (Minnesota),"3900 Bethel Dr
 St Paul,  MN 55112",minnesota,mn,45.0577251,-93.16229279999999,['higher-ed-virtual-store'],https://bncvirtual.com/bethel,vb@bncservices.com,+18003253252
15276,34993V,Bethel University (Minnesota),Bethel University (Minnesota),"3900 Bethel Dr
 St Paul,  MN 55112",minnesota,mn,45.0577251,-93.16229279999999,['higher-ed-virtual-store'],https://bncvirtual.com/bethel,vb@bncservices.com,+18003253252
14834,8304,Bethel University (Tennessee),Bethel University,"mpbell Hall
 325 Cherry Ave,  McKenzie,  TN 38201",tennessee,tn,36.137798,-88.5166047,['higher-ed-store'],https://bethel.bncollege.com,sm8304@bncollege.com,+17313524094
15456,36779V,Beulah Heights University,Beulah Heights University,"892 Berne St SE
 Atlanta,  GA 30316",georgia,ga,33.7368694,-84.3577786,['higher-ed-virtual-store'],https://bncvirtual.com/beulah,vb@bncservices.com,+18003253252
14986,10593V,Big Bend Community College,Big Bend Community College,"Library & Grant County Advanced Technologies Education Center
 7662 Chanute St NE,  Moses Lake,  WA 98837",washington,wa,47.1855947,-119.3273649,['higher-ed-virtual-store'],https://bncvirtual.com/bigbend,vb@bncservices.com,+18003253252
14928,067,Big Sandy Community & Technical College,Big Sandy Community & Technical College,"Bert Combs Dr
 Prestonsburg,  KY 41653",kentucky,ky,37.687814,-82.7781358,['higher-ed-store'],http://bigsandyctc.bncollege.com,sm067@bncollege.com,+16068894801
14622,738,Binghamton University,SUNY Binghamton,"4400 Vestal Pkwy E
 Binghamton,  NY 13902",new-york,ny,42.0874939,-75.96586889999999,['higher-ed-store'],http://binghamton.bncollege.com,sm738@bncollege.com,+16077772745
19623,11414,Birmingham School of Law,Birmingham School of Law,"231 22nd Street S
 Birmingham,  AL 35233",alabama,al,33.5117261,-86.7997891,['higher-ed-virtual-store'],https://bncvirtual.com/bsol,vb@bncservices.com,+18003253252
15242,2829V,Bishop Blanchet High School,Bishop Blanchet High School,"8200 Wallingford Ave N
 Seattle,  WA 98103",washington,wa,47.6897107,-122.3356277,['k12-virtual-store'],https://bnck-12.com/bblanchet,vb@bncservices.com,+18003253252
15594,35850V,Bishop England High Sch,Bishop England High Sch,"363 Seven Farms Drive
 Daniel Island,  SC 29492",south-carolina,sc,32.8568049,-79.9159907,['k12-virtual-store'],https://bnck-12.com/behs,vb@bncservices.com,+18003253252
15539,36073V,Bishop John J. Snyder High School,Bishop John J. Snyder High School,"5001 Samaritan Way
 Jacksonville,  FL 32210",florida,fl,30.252463,-81.8367808,['k12-virtual-store'],https://bnck-12.com/bishopsnyder,vb@bncservices.com,+18003253252
15095,35812V,Bishop Kenny High School,Bishop Kenny High School,"1055 Kingman Ave
 Jacksonville,  FL 32207",florida,fl,30.3101579,-81.6410686,['k12-virtual-store'],https://bnck-12.com/bishopkenny,vb@bncservices.com,+18003253252
15537,36080V,Bishop Lynch High School,Bishop Lynch High School,"9750 Ferguson Rd
 Dallas,  TX 75228",texas,tx,32.8186447,-96.68168899999999,['k12-virtual-store'],https://bnck-12.com/bishoplynch,vb@bncservices.com,+18003253252
15063,37401V,Bishop Manogue Catholic High School,Bishop Manogue Catholic High School,"110 Bishop Manogue Dr
 Reno,  NV 89511",nevada,nv,39.4239493,-119.7645902,['k12-virtual-store'],https://bnck-12.com/bishopmanogue,vb@bncservices.com,+18003253252
15527,36424V,Bishop Mclaughlin Catholic High School,Bishop Mclaughlin Catholic High School,"13651 Hays Rd
 Shady Hills,  FL 34610",florida,fl,28.3564921,-82.5643997,['k12-virtual-store'],https://bnck-12.com/bmchs,vb@bncservices.com,+18003253252
15479,36713V,Bishop O’Connell High School,Bishop O'Connell High School,"6600 Little Falls Rd
 Arlington,  VA 22213",virginia,va,38.8944695,-77.1604582,['k12-virtual-store'],https://bnck-12.com/bishopoconnell,vb@bncservices.com,+18003253252
14991,10481V,Bishop O’Dowd High School,Bishop O'Dowd High School,"9500 Stearns Ave
 Oakland,  CA 94605",california,ca,37.7530897,-122.1550906,['k12-virtual-store'],https://bnck-12.com/bishopodowd,vb@bncservices.com,+18003253252
15211,3373V,Blackfeet Community College,Blackfeet Community College,"504 SE Boundary St
 Browning,  MT 59417",montana,mt,48.5519152,-113.0093085,['higher-ed-virtual-store'],https://bncvirtual.com/blackfeet,vb@bncservices.com,+18003253252
18024,,Bladen Community College,,"
",,,,,[],,,
18049,,Bladen Community College,,"
",,,,,[],,,
17343,8465,Bladen Community College,Bladen Community College,"Bladen Community College
 NC Hwy 41W,  Dublin,  N",north-carolina,nc,34.64449049999999,-78.7314933,['Higher Ed Store'],https://bladencc.bncollege.com,sm8465@bncollege.com,+19108795669
15007,10515V,Blair Academy,Blair Academy,"2 Park St
 Blairstown,  NJ 07825",new-jersey,nj,40.9845345,-74.96349359999999,['k12-virtual-store'],https://bnck-12.com/blair,vb@bncservices.com,+18003253252
15398,37226V,Blessed Sacrament Huguenot,Blessed Sacrament Huguenot,"Blessed Sacrament Huguenot
 2501 Academy Rd,  Powhatan,  VA 23139",virginia,va,37.5579022,-77.8849504,['k12-virtual-store'],https://bnck-12.com/bsh,vb@bncservices.com,+18003253252
14621,316,Blinn College,Blinn College,"2002 E 29th St
 Bryan,  TX 77802",texas,tx,30.659775,-96.3536441,['higher-ed-store'],https://blinncol.bncollege.com/,sm316@bncollege.com,+19797751846
14888,281,Blinn College,Blinn College,"651 Blinn Blvd
 Brenham,  TX 77833",texas,tx,30.1604438,-96.4093876,['higher-ed-store'],https://blinncol.bncollege.com/,sm281@bncollege.com,+19792517810
14620,8073,Blue Ridge Community College (North Carolina),Blue Ridge Community College (North Carolina),"140 Alumni Way
 Flat Rock,  NC 28731",north-carolina,nc,35.3074408,-82.42361079999999,['higher-ed-store'],http://blueridge.bncollege.com,sm8073@bncollege.com,+18286941720
14926,061,Bluegrass Community & Technical College,Bluegrass Community & Technical College,"164 Opportunity Way
 Lexington,  KY 40511",kentucky,ky,38.0677426,-84.5372483,['higher-ed-store'],http://bctccleestownstore.bncollege.com,sm061@bncollege.com,+18592466633
14927,401,Bluegrass Community & Technical College,Bluegrass Community & Technical College,"The Den- Bookstore
 500 Newtown Pike,  Lexington,  KY 40508",kentucky,ky,38.0614904,-84.5000142,['higher-ed-store'],http://bgctccooperstore.bncollege.com,sm401@bncollege.com,+18592466464
15199,4433V,Boston College High School,Boston College High School,"150 William T Morrissey Blvd
 Boston,  MA 02125",massachusetts,ma,42.3161195,-71.04681880000001,['k12-virtual-store'],https://bnck-12.com/bchigh,vb@bncservices.com,+18003253252
14618,480,Boston University,Boston University,"910 Commonwealth Ave
 Brookline,  MA 02446",massachusetts,ma,42.3507576,-71.1165358,['higher-ed-store'],http://bu.bncollege.com,sm480@bncollege.com,+16172678484
15576,36329V,Bradenton Christian School,Bradenton Christian School,"3304 43rd St W
 Bradenton,  FL 34209",florida,fl,27.4721727,-82.6046324,['k12-virtual-store'],https://bnck-12.com/bcspanthers,vb@bncservices.com,+18003253252
14617,550,Bradley University,Bradley University,"830 N Elmwood Ave
 Peoria,  IL 61625",illinois,il,40.6975077,-89.6141653,['higher-ed-store'],http://bradley.bncollege.com,sm550@bncollege.com,+13096772320
15163,35553V,Brebeuf Jesuit Preparatory School,Brebeuf Jesuit Preparatory School,"2801 W 86th St
 Indianapolis,  IN 46268",indiana,in,39.9104297,-86.2098686,['k12-virtual-store'],https://bnck-12.com/brebeuf,vb@bncservices.com,+18003253252
14616,580,Brenau University,Brenau University,"510 Washington St SE
 Gainesville,  GA 30501",georgia,ga,34.302074,-83.821749,['higher-ed-store'],http://brenau.bncollege.com,sm580@bncollege.com,+17705346208
15458,36749V,Brescia University,Brescia University,"717 Frederica St
 Owensboro,  KY 42301",kentucky,ky,37.768595,-87.1109759,['higher-ed-virtual-store'],https://bncvirtual.com/brescia,vb@bncservices.com,+18003253252
15474,37681V,Brewton-Parker College,Brewton-Parker College,"Elise Dr
 Mt Vernon,  GA 30445",georgia,ga,32.1735936,-82.5998307,['higher-ed-virtual-store'],https://bncvirtual.com/bpc,vb@bncservices.com,+18003253252
15546,36050V,Brookfield Academy,Brookfield Academy,"3462 N Brookfield Rd
 Brookfield,  WI 53045",wisconsin,wi,43.08173679999999,-88.14519469999999,['k12-virtual-store'],https://bnck-12.com/brookfieldacademy,vb@bncservices.com,+18003253252
19887,11479,Brooks School,Brooks School,"1160 Great Pond Road
 North Andover,  MA 01845",massachusetts,ma,42.7074734,-71.0855292,['k12-virtual-store'],https://bnck-12.com/brooksschool,vb@bncservices.com,+18003253252
15550,37570V,Brookstone School,Brookstone School,"440 Bradley Park Dr
 Columbus,  GA 31904",georgia,ga,32.5274338,-84.98760469999999,['k12-virtual-store'],https://bnck-12.com/brookstoneschool,vb@bncservices.com,+18003253252
15516,37584V,Brother Martin High School,Brother Martin High School,"4401 Elysian Fields Ave
 New Orleans,  LA 70122",louisiana,la,30.0037569,-90.05883949999999,['k12-virtual-store'],https://bnck-12.com/brothermartin,vb@bncservices.com,+18003253252
14613,8117,Broward College,Broward College,"7200 Hollywood Blvd
 Hollywood,  FL 33024",florida,fl,26.0100874,-80.2126968,['higher-ed-store'],http://broward.bncollege.com,sm8117@bncollege.com,+19542018806
14614,8116,Broward College,Broward College,"1000 Coconut Creek Blvd
 Coconut Creek,  FL 33066",florida,fl,26.2413186,-80.17386170000002,['higher-ed-store'],http://broward.bncollege.com,sm8116@bncollege.com,+19542012224
14615,8115,Broward College,Broward College,"3501 Davie Rd Bldg 19
 Davie,  FL 33314",florida,fl,26.0817474,-80.2353553,['higher-ed-store'],http://broward.bncollege.com,sm8115@bncollege.com,+19542016830
15358,37379V,Bryan College,Bryan College,"721 Bryan Dr
 Dayton,  TN 37321",tennessee,tn,35.4983997,-84.9987946,['higher-ed-virtual-store'],https://bncvirtual.com/bryan,vb@bncservices.com,+18003253252
15368,37308V,Bryan College of Health Sciences,Bryan College of Health Sciences,"5035 Everett St
 Lincoln,  NE 68506",nebraska,ne,40.7956526,-96.65290379999999,['higher-ed-virtual-store'],https://bncvirtual.com/bryanhealth,vb@bncservices.com,+18003253252
15083,36128V,Buckley School,Buckley School,"113 E 73rd St
 New York,  NY 10021",new-york,ny,40.771615,-73.9624442,['k12-virtual-store'],https://bnck-12.com/buckleyschool,vb@bncservices.com,+18003253252
14612,737,Bucknell University,Bucknell University,"400 Market St
 Lewisburg,  PA 17837",pennsylvania,pa,40.9639175,-76.8863733,['higher-ed-store'],http://bucknell.bncollege.com,sm737@bncollege.com,+15705771128
